Continent,state,Name,summit,broadrelief,steeprelief,lat,lon,broadcoord.X,broadcoord.Y,steepcoord.X,steepcoord.Y
NORTHERN AMERICA,Oaxaca,Cerro Nube Flane,3721,3442,2340,16.2144444444444,-96.1822222222222,-96.5320102270307,16.5522578201028,-96.2811845036382,16.1391011053351
NORTHERN AMERICA,Nuevo León,Cerro El Potosí,3720,2942,1717,24.8717833333333,-100.232738888889,-100.1471420323,24.9430318013997,-100.211514824727,24.8595493651057
NORTHERN AMERICA,Idaho,Diamond Peak,3719,2100,1534,44.1414,-113.0827,-113.493978581465,44.4354432035799,-113.05764422579,44.1369424113009
AFRICA,Canary Is.,Teide,3715,3715,3435,28.2726388888889,-16.6436111111111,-17.0248369689944,28.6101620444372,-16.6618131388423,28.3242058157638
NORTHERN AMERICA,Coahuila,Cerro San Rafael,3715,2913,1437,25.3636111111111,-100.556944444444,-100.47733825454,25.4764720267201,-100.928014915331,25.6994417297646
NORTHERN AMERICA,Utah,Delano Peak,3711,1932,1515,38.3692,-112.3714,-112.7761329341,38.6863718113306,-112.285147884165,38.3942576611421
NORTHERN AMERICA,Oaxaca,Cerro el Nacimiento,3710,3437,2400,16.2115,-96.1967,-96.5454498734091,16.5480501259567,-96.5454498734091,16.5480501259567
SOUTHERN AMERICA,Santa Cruz,Monte San Lorenzo,3706,3405,3257,-47.5916666666667,-72.3066666666667,-72.8419010243396,-47.2264524124279,-72.8419010243396,-47.2264524124279
NORTHERN AMERICA,Greenland,Gunnbjørn Fjeld,3694,0,0,68.91895,-29.8988166666667,-30.8358753209209,69.2497642375593,-30.8358753209209,69.2497642375593
NORTHERN AMERICA,Utah,Ibapah Peak,3686,2368,1859,39.8282,-113.92,-113.824552305974,39.8791823422102,-114.234570771916,40.0701809203261
NORTHERN AMERICA,Nevada,Mount Moriah,3680,2202,1309,39.2732,-114.1988,-114.575076253787,39.5645624784551,-114.162105131692,39.3062060151435
ASIA-TROPICAL,Jawa,Semeru,3676,3642,3060,-8.1,112.916666666667,112.582005868002,-7.76454349617745,112.582005868002,-7.76454349617745
ASIA-TROPICAL,Papua New Guinea,Mount Suckling,3676,3665,3024,-9.66916666666667,149.010833333333,148.675074067351,-9.33344000535844,148.675074067351,-9.33344000535844
ASIA-TEMPERATE,North Yemen,Jabal An-Nabi Shu'ayb,3666,2487,1992,15.2791666666667,43.9758333333333,43.6320684052764,15.6122436567971,43.9258894360459,15.257787677947
NORTHERN AMERICA,Alaska,Mount Drum,3661,3167,2616,62.1159,-144.6394,-145.35085603907,62.4439722913245,-144.567240037361,62.1294750600876
NORTHERN AMERICA,Idaho,Hyndman Peak,3660,1791,1342,43.7495,-114.1311,-114.550692477577,44.0513638083466,-114.145063797137,43.732623551455
NORTHERN AMERICA,New Mexico,Sierra Blanca Peak,3652,2168,1622,33.3743,-105.8087,-105.90779770702,33.3429291542818,-106.121005120425,33.6356007900446
NORTHERN AMERICA,Nevada,Mount Jefferson,3641,1676,1127,38.7519,-116.9267,-117.359501239777,39.0893966909232,-116.946195335188,38.7388816031302
NORTHERN AMERICA,Utah,Mount Nebo,3637,2262,2136,39.8219,-111.7603,-112.060257809499,40.0525718452375,-112.060257809499,40.0525718452375
NORTHERN AMERICA,Nevada,Charleston Peak,3632,2734,1598,36.2716,-115.6956,-115.791305437837,36.2210498030539,-115.713459118561,36.2571345030683
NORTHERN AMERICA,Nevada,North Schell Peak,3626,1928,1330,39.4132,-114.5997,-114.958350887575,39.6894787454258,-114.958350887575,39.6894787454258
SOUTHERN AMERICA,Aisén,Lautaro,3623,3481,3481,-49.019,-73.504,-74.0627999555499,-48.6482856156959,-74.0627999555499,-48.6482856156959
NORTHERN AMERICA,British Columbia,Mount Assiniboine,3616,2446,2271,50.8696,-115.6509,-115.696488455757,50.7845086626337,-116.114988513147,51.1611390302141
ASIA-TEMPERATE,Kamchatka,Ichinsky,3607,3207,2600,55.6777777777778,157.721666666667,157.495439084967,55.725038799127,157.141194304687,56.0023167995506
NORTHERN AMERICA,Nevada,Arc Dome,3590,1557,1135,38.8327,-117.3531,-117.262286028705,38.8361329227845,-117.779648276157,39.1641792279707
NORTHERN AMERICA,Utah,Mount Timpanogos,3582,2214,2173,40.3908,-111.6459,-111.937835801028,40.6137236068991,-111.937835801028,40.6137236068991
NORTHERN AMERICA,California,Mount Patterson,3560,1929,1203,38.4366,-119.3052,-119.395574215876,38.4871485269634,-119.252357510136,38.4151025233473
NORTHERN AMERICA,Alaska,Mount Russell,3557,3388,2387,62.7984,-151.8845,-152.591783165849,63.1178778498132,-151.902999250749,62.7630043464745
NORTHERN AMERICA,British Columbia,Monarch Mountain,3555,3441,2936,51.8994444444444,-125.875833333333,-126.419383798349,52.2340109364001,-125.81969186834,51.8914771271559
NORTHERN AMERICA,Guerrero,Cerro Tiotepec,3550,3323,2571,17.4682666666667,-100.136394444444,-100.472481613359,17.7920380458876,-100.182377174861,17.4376761166713
NORTHERN AMERICA,Nuevo León,Picacho San Onofre,3550,2185,1900,23.8007,-99.8464,-100.19714610274,24.1239389383864,-99.8969678092846,23.7564048337053
NORTHERN AMERICA,New Mexico,Chicoma Mountain,3524,1381,1011,36.0073,-106.3846,-106.65917256438,36.2283718857684,-106.65917256438,36.2283718857684
NORTHERN AMERICA,Utah,Mount Ellen,3513,2089,1506,38.1089,-110.8136,-110.789341680423,38.1956097915826,-110.849248802914,38.1438048860551
NORTHERN AMERICA,Nevada,Currant Mountain,3511,2008,1311,38.9097,-115.4246,-115.842425749677,39.23481036325,-115.842425749677,39.23481036325
NORTHERN AMERICA,Nuevo León,Cerro Peña Nevada,3510,2185,1901,23.77,-99.8602777777778,-100.206991816958,24.087832492108,-99.8971123174172,23.7564070456389
NORTHERN AMERICA,California,San Gorgonio Mountain,3506,3231,2140,34.0992,-116.8249,-117.217564554841,34.424512550653,-116.966826582725,34.1095309001865
EUROPE,Spain,Mulhacén,3479,3352,2112,37.0533333333333,-3.31138888888889,-3.70588784123336,37.3685462538087,-3.70588784123336,37.3685462538087
NORTHERN AMERICA,Alaska,Mount Torbert,3479,3311,2311,61.4086,-152.4125,-153.072833367376,61.7218545893405,-152.4296010498,61.3532754272825
ASIA-TROPICAL,Sulawesi,Mount Latimojong,3478,3452,2648,-3.385,120.024166666667,119.709174194977,-3.06630540440691,120.075773304189,-3.36252582912011
NORTHERN AMERICA,Arizona,Mount Baldy,3477,918,893,33.9059,-109.5626,-109.920491001591,34.2030223455608,-109.920491001591,34.2030223455608
SOUTHERN AMERICA,Panama,Volcán Barú,3474,3375,2289,8.80888888888889,-82.5427777777778,-82.8601428114525,9.12398699322967,-82.5190102552168,8.77828241400243
NORTHERN AMERICA,Nevada,Ruby Dome,3472,1748,1278,40.6217,-115.4754,-115.805116451689,40.8707175745657,-115.805116451689,40.8707175745657
ASIA-TROPICAL,Sumatera,Mount Leuser,3466,3338,2724,3.7975,97.2191666666667,96.9055269241774,4.11327857806443,96.9055269241774,4.11327857806443
NORTHERN AMERICA,Utah,Abajo Peak,3463,1359,1026,37.8395,-109.4624,-109.768149140534,38.0816831673384,-109.768149140534,38.0816831673384
ASIA-TEMPERATE,Kamchatka,Koryaksky,3456,3391,3099,53.3166666666667,158.683333333333,158.158761499554,53.6281619552029,158.158761499554,53.6281619552029
NORTHERN AMERICA,Montana,Hilgard Peak,3451,1658,1221,44.9166,-111.4593,-111.785002164775,45.1468100022178,-111.482895809692,44.8593221182105
NORTHERN AMERICA,Nevada,Hole in the Mountain Peak,3448,1709,1355,40.9508,-115.1224,-115.454011380894,41.2018681418139,-115.454011380894,41.2018681418139
NORTHERN AMERICA,New Mexico,Mount Taylor,3446,1339,653,35.2387,-107.6085,-107.902542334151,35.4800372748872,-107.57481737876,35.2618148603165
AFRICA,Chad,Emi Koussi,3445,2402,1266,19.7894444444444,18.5511111111111,18.5263602788751,19.698251271153,18.2370766354377,20.0864060395277
NORTHERN AMERICA,Nevada,Troy Peak,3445,1985,1448,38.3194,-115.5019,-115.553202306347,38.342045923887,-115.909465437354,38.6386370018116
NORTHERN AMERICA,Oregon,Mount Hood,3429,3233,2635,45.3735,-121.69595,-122.138479906874,45.683288809479,-121.749895226528,45.3827099725892
ASIA-TROPICAL,Jawa,Mount Slamet,3428,3414,3121,-7.239,109.22,108.907953722981,-6.92679922728404,109.229191860943,-7.29763884519475
NORTHERN AMERICA,Oaxaca,Cerro Zempoaltépetl,3420,3120,2472,17.1324,-96.0125,-96.3357986228563,17.4430158624459,-95.964041260122,17.1880095245437
NORTHERN AMERICA,Montana,Crazy Peak,3418,1893,1563,46.0181,-110.2768,-110.634495261409,46.2665234787262,-110.634495261409,46.2665234787262
NORTHERN AMERICA,Alaska,Mount Tom White,3411,3367,2371,60.6518,-143.6972,-144.329089851585,60.9578395268718,-143.738026297338,60.625004000732
EUROPE,Spain,Aneto,3404,2791,2171,42.6309916666667,0.656686111111111,0.234907712359574,42.9414602758781,0.234907712359574,42.9414602758781
NORTHERN AMERICA,Montana,Tweedy Mountain,3401,1516,1121,45.4805,-112.9655,-112.90265465445,45.4639722058695,-113.339235697195,45.7423016461515
NORTHERN AMERICA,Greenland,Mont Forel,3391,0,0,66.9354,-36.7873,-37.5753636231118,67.2402684134816,-37.5753636231118,67.2402684134816
NORTHERN AMERICA,Hidalgo,Cerro La Peña de Tepozán,3370,931,764,19.7697222222222,-98.2475,-98.20785378159,19.7643430229025,-98.2293256608176,19.7395048326427
NORTHERN AMERICA,Oaxaca,Cerro la Muralla,3370,2310,1247,17.1344,-97.664,-97.9825876647916,17.4405054339129,-97.9825876647916,17.4405054339129
NORTHERN AMERICA,Guanajuato,Cerro El Zamorano,3370,1466,1064,20.9337055555556,-100.180527777778,-100.506670632107,21.2395339910114,-100.205574034725,20.9463034920893
NORTHERN AMERICA,Alaska,Mount Foresta,3368,3368,3004,60.1912,-139.4323,-140.047329275007,60.4944526872021,-140.047329275007,60.4944526872021
NORTHERN AMERICA,California,Telescope Peak,3366,3457,3036,36.1698,-117.0892,-117.476371827001,36.4828366651615,-117.476371827001,36.4828366651615
NORTHERN AMERICA,Utah,Deseret Peak,3364,2062,1816,40.4595,-112.6264,-112.932519536325,40.6921099737205,-112.932519536325,40.6921099737205
EUROPE,Sicilia,Etna,3357,3357,2455,37.7505561444444,14.9939712555556,14.6100608862246,38.0545005232073,15.0342990706602,37.7307729929813
NORTHERN AMERICA,Durango,Cerro Gordo,3357,2789,1799,23.2060555555556,-104.944183333333,-104.978304317451,23.1225728267397,-104.917275569762,23.179009565274
ASIA-TROPICAL,Jawa,Arjuno-Welirang,3339,3338,2887,-7.765,112.589722222222,112.285827247171,-7.46012894890846,112.630107514935,-7.73827885343686
ASIA-TROPICAL,Jawa,Raung,3332,3197,2436,-8.125,114.041666666667,113.738150610877,-7.82175708563373,113.738150610877,-7.82175708563373
NORTHERN AMERICA,Chihuahua,Cerro Mohinora,3308,2695,2191,25.9560555555556,-107.04755,-107.381236327771,26.2572817958816,-107.381236327771,26.2572817958816
ASIA-TEMPERATE,Kamchatka,Shiveluch,3307,3275,2751,56.6536333333333,161.362966666667,160.817127661105,56.9513542918163,161.428737131982,56.6449499052027
NORTHERN AMERICA,Nevada,Matterhorn,3305,1471,1293,41.8107,-115.3745,-115.699624042923,42.0518437076928,-115.699624042923,42.0518437076928
NORTHERN AMERICA,California,San Jacinto Peak,3302,3255,3164,33.8147,-116.6794,-117.047891824381,34.1207215028528,-117.047891824381,34.1207215028528
NORTHERN AMERICA,Washington,Mount Baker,3288,3259,3043,48.7768,-121.8145,-122.26691852344,49.0744140175898,-122.26691852344,49.0744140175898
NORTHERN AMERICA,New Mexico,South Baldy,3288,1339,999,33.991,-107.1879,-107.143350445794,34.0145670003191,-107.173124270981,34.003305016037
NORTHERN AMERICA,Alaska,Mount Miller,3277,3171,2194,60.4605,-142.3012,-142.904501232304,60.754018495276,-142.344686764211,60.4300225795693
NORTHERN AMERICA,Arizona,Mount Graham,3269,2394,1977,32.7017,-109.8714,-110.202021677022,32.9793971810796,-109.859717240441,32.7386247886039
NORTHERN AMERICA,Nevada,Pilot Peak,3268,1980,1648,41.0211,-114.0774,-114.386969159335,41.2552976941396,-114.058915575305,41.0080868528236
ASIA-TROPICAL,Jawa,Mount Lawu,3265,3213,2890,-7.625,111.191666666667,110.894564577907,-7.32700562129342,111.229681606617,-7.58706671280504
NORTHERN AMERICA,New Mexico,Sandia Crest,3256,1662,1343,35.21,-106.4495,-106.699259685469,35.4131310521143,-106.699259685469,35.4131310521143
NORTHERN AMERICA,Utah,Flat Top Mountain,3238,1726,1224,40.3724,-112.1888,-112.138010483886,40.348208752383,-112.465597705009,40.5820334174054
